RURAL_SCORE,ZIP_CODE,COUNTY,STATE,NAME,CITY,REGION,ADDRESS
100,32344,Jefferson,FL,"Monticello Milling Co., LLC",,Southeast,500 S. Jefferson St.
84,38863,Pontotoc,MS,Moore's Feed Mill,,Southeast,157 Highway 15 S.
84,38863,Pontotoc,MS,"Moore's Feed Store, Inc.",,Southeast,439 Highway 9 S.
31.7,67550,Pawnee,KS,"Morrill Hay Co., Inc.",,Central,1175 Morris Ave.
100,17233,Fulton,PA,Morton's Feed Mill,,Mid-Atlantic,15789 Great Cove Rd.
81.3,77975,Lavaca,TX,"Moulton Gin & Mill, LLC",,South Central,402 S. Hackberry
41.3,19945,Sussex,DE,"Mountaire Farms, Inc.",,Mid-Atlantic,11 Daisey St.
76.8,27229,Montgomery,NC,"Mountaire Farms, Inc.",,Southeast,203 Morris Farm Rd.
41,56153,Nobles,MN,"Mouw's Feed & Grain, Inc.",,Midwest,10899 Birkett Ave.
2.9,18964,Montgomery,PA,"Moyer & Son, Inc.",,Mid-Atlantic,113 E. Reliance Rd.
80.9,46985,Pulaski,IN,Moyer Grain Co.,,Midwest,5530 S. U.S. Highway 35
2.4,85029,Maricopa,AZ,MPCO Corp.,,Western,2905 W. Cholla St.
59,76252,Cooke,TX,Muenster Milling Co.,,South Central,202 S. Main St.
17.9,59301,Custer,MT,Muggli Brothers Inc.,,Upper-West,72 Muggli Ln.
17.9,59301,Custer,MT,"Muggli, Inc., Hugo",,Upper-West,558 Tongue River Rd.
40.8,31794,Tift,GA,"Multi-Kare, Inc.",,Southeast,555 Armour St.
36.9,56352,Stearns,MN,"Munson Feed Co., Inc.",,Midwest,118 N. 3rd Ave. W.
32.5,55349,Wright,MN,Munson Lakes Nutrition,,Midwest,917 6th St.
100,64670,Daviess,MO,Murphy Brown,,Central,18115 State Highway B
91.2,28320,Bladen,NC,"Murphy-Brown, LLC",,Southeast,P.O. Box 148
100,23890,Sussex,VA,"Murphy-Brown, LLC",,Mid-Atlantic,27404 Cabin Point Rd.
99.4,31553,Brantley,GA,"Nahunta Feed & Seed, LLC",,Southeast,109 Taft St.
41.8,49261,Jackson,MI,"Napoleon Feed Mill, Inc.",,Midwest,120 Depot Ct.
74.2,12764,Sullivan,NY,"Narrowsburg Feed & Grain Co., Inc.",,New York-New Jersey,5th & Main St.
13.7,99212,Spokane,WA,National Food Corp.,,North West,1921 N. Park Rd.
100,51240,Lyon,IA,"Nature's Best Feed, LLC",,Central,311 S. Main St.
20.6,50401,Cerro Gordo,IA,"Nature's Best Ingredients, Inc.",,Central,2032 Hunters Ridge Dr.
68.4,66439,Brown,KS,"Natur's Way, Inc.",,Central,1374 Horned Owl Rd.
17.7,84074,Tooele,UT,"Nelson & Sons, Inc.",,Upper-West,712 E 2400 N
58.1,83355,Gooding,ID,"Nelson & Sons, Inc.",,North West,2000 Frontage Rd. N.
58.9,66536,Pottawatomie,KS,Nemaha County Co-Op Assoc.,,Central,717 W. Bertrand Ave.
100,63531,Knox,MO,"NEMO Feed, LLC",,Central,50726 State Highway 15
73.9,39350,Neshoba,MS,Neshoba County Gin,,Southeast,264 Railroad Ave.
100,67560,Ness,KS,"Ness City Farm & Feed, Inc.",,Central,917 W. Sycamore St.
33.9,50532,Webster,IA,"NEW Cooperative, Inc.",,Central,302 Simpson Ave.
11.3,79401,Lubbock,TX,New Country Organics,,South Central,211 15th St.
N/A,22980,Independent Cities,VA,New Country Organics,,Mid-Atlantic,801 2nd St.
41,56187,Nobles,MN,"New Fashion Pork, LLP",,Midwest,501 Oxford St.
39.9,51334,Emmet,IA,"New Fashion Pork, LLP",,Central,1816 Highway 4
69.1,56143,Jackson,MN,"New Fashion Pork, LLP",,Midwest,164 Industrial Pkwy.
100,50571,Pocahontas,IA,"NEW Feeds, LLC",,Central,206 Main St.
46.6,50519,Humboldt,IA,"NEW Feeds, LLC",,Central,12 Humboldt Ave.
36.9,89429,Lyon,NV,New Generation Feeds,,Western,1700 Highway 50 E.
48.2,57717,Butte,SD,New Generation Supplements,,Upper-West,11094 Business 212
62.3,56101,Cottonwood,MN,New Vision Co-Op,,Midwest,125 16th St.
87.1,39345,Newton,MS,"Newton County Farm Supply, Inc.",,Southeast,406 Scanlan St.
70.4,72944,Scott,AR,Nichols Feed,,South Central,12853 Highway 378
65.3,78140,Gonzales,TX,Nixon Feed Co.,,South Central,113 W. Central Ave.
50,46992,Wabash,IN,North Central Co-Op,,Midwest,2025 S. Wabash St.
56.8,50525,Wright,IA,North Central Co-Op,,Central,221 4th Ave. N.W.
30.5,69101,Lincoln,NE,North Platte Feed Center,,Central,1415 E. 8th St.
56.6,75401,Hunt,TX,Northeast Texas Farmers Co-Op,,South Central,3001 Bois d'Arc St.
20.5,80646,Weld,CO,"Northern Colorado Feed, LLC",,Upper-West,33134 Highway 85
35.9,55909,Mower,MN,Northern Country Co-Op,,Midwest,13 Commerce St. S.E.
42.8,56007,Freeborn,MN,Northern Country Co-Op.,,Midwest,89096 Oakland Ave.
91.7,54446,Clark,WI,"Northside Elevator, Inc.",,Midwest,210 E. Spring St.
29,98233,Skagit,WA,Northwest Farm Food Co-Op,,North West,1370 S. Anacortes St.
5.8,63367,St. Charles,MO,Nouriche Nutrition Ltd.,,Central,636 Woodchuck Dr.
2.2,68144,Douglas,NE,Nova Microbial Technologies,,Central,14013 Industrial Rd.
29.7,57006,Brookings,SD,"Novita, LLC",,Upper-West,"2301 Research Park Way, Ste. 226"
12.3,72206,Pulaski,AR,"Novus Arkansas, Inc.",,South Central,7920 Sloane Dr.
34.1,53036,Jefferson,WI,"NRV, Inc.",,Midwest,N8155 American St.
84,18801,Susquehanna,PA,"Nu-Feeds, Inc.",,Mid-Atlantic,200 Jackson St.
83.5,18657,Wyoming,PA,"Nu-Feeds, Inc.",,Mid-Atlantic,16 Al Dovin Rd.
50.1,56520,Wilkin,MN,"Nuseed Americas, Inc.",,Midwest,115 3rd St. N.
100,65085,Osage,MO,"Nutra AG, LLC",,Central,130 Mill Ln.
32.9,93637,Madera,CA,"Nutra Blend, LLC",,Western,2140 W. Industrial Ave.
71.7,5478,Franklin,VT,"Nutra-Blend, LLC",,New England,79 Walnut Street Ext.
85.3,5859,Orleans,VT,"Nutra-Blend, LLC",,New England,53 E. Main St.
16.7,59107,Yellowstone,MT,"Nutra-Lix, Inc.",,Upper-West,201 Sugar Ave.
3.6,60140,Kane,IL,"Nutriad, Inc.",,Midwest,201 Flannigan Rd.
48.4,28352,Scotland,NC,"Nutrimax, Inc.",,Southeast,108 James St.
12.7,27455,Guilford,NC,"Nutrimax, Inc.",,Southeast,"1901 Ashwood Ct., Ste. A"
14.5,54162,Brown,WI,"Nutrition Service Co., Inc.",,Midwest,W249 Deer Dr.
44.1,68467,York,NE,"Nutrition Services, Inc.",,Central,501 Division Ave.
71,62321,Hancock,IL,"Nutrition Services, Inc.",,Midwest,1798 E. Highway 136
71,62321,Hancock,IL,"Nutrition Services, Inc.",,Midwest,2411 Nightengale Rd.
29.1,97838,Umatilla,OR,"Nutritional Services, LLC",,North West,475 W. Elm Ave.
10.8,93631,Fresno,CA,"Nutrius, LLC",,Western,39494 Clarkson Dr.
8,95326,Stanislaus,CA,"NuWest Milling, LLC",,Western,4636 Geer Rd.
31,34475,Marion,FL,Ocala Breeders Feed & Supply,,Southeast,431 N.W. 27th Ave.
40.1,98550,Grays Harbor,WA,"Ocean Protein, LLC",,North West,518 22nd St.
31.1,84336,Box Elder,UT,"Ocean Star International, Inc.",,Upper-West,65 N. Stone Rd.
69.4,42066,Graves,KY,"Odom's Livestock Supply, Inc.",,Southeast,3349 State Route 45 S.
60.3,47562,Daviess,IN,Odon Feed & Grain,,Midwest,500 S East St.
44.5,16127,Mercer,PA,Oesterling's Feed,,Mid-Atlantic,410 Erie Street Ext.
42,16034,Butler,PA,Oesterling's Feed & Farm Supply,,Mid-Atlantic,3035 Old Route 422 E.
20.8,72904,Sebastian,AR,"OK Foods, Inc.",,South Central,4601 N. 6th St.
20.8,72901,Sebastian,AR,"OK Foods, Inc.",,South Central,701 S. B St.
74.8,63369,Lincoln,MO,Old Monroe Elevator & Supply Co.,,Central,141 E. Main St.
90.1,35978,DeKalb,AL,Oliver Feed Mill,,Southeast,10071 Highway 140
74.3,54923,Green Lake,WI,Olsen's Mill,,Midwest,N2084 State Road 49
28.3,53083,Sheboygan,WI,"Omega Fields, Inc.",,Midwest,3708 Playbird Rd.
1.2,77042,Harris,TX,"Omega Protein, Inc.",,South Central,"2105 Citywest Blvd., Ste. 500"
N/A,99835,Sitka,AK,"Omegasea, LLC",,North West,4600 Sawmill Creek Rd.
6.5,44077,Lake,OH,"OmegaSea, LLC",,Midwest,1000 Bacon Rd.
4.2,87105,Bernalillo,NM,Onate Feed Co.,,South Central,8000 Broadway Blvd. S.E.
64.4,64850,Newton,MO,"Opal Foods, LLC",,Central,900 Malcolm Mosby Dr.
5.8,84401,Weber,UT,Oralx Corp.,,Upper-West,1249 S 1850 W
63.8,29115,Orangeburg,SC,"Orangeburg Milling Co., Inc.",,Southeast,559 Whaley St.
13.1,97362,Marion,OR,"Oregon Mink, Inc.",,North West,11658 Baron Rd. N.E.
13.5,33830,Polk,FL,"Organic Matters, Inc.",,Southeast,4305 Highway 17 S.
13.3,19310,Chester,PA,"Organic Unlimited, Inc.",,Mid-Atlantic,120 Liberty St.
100,58436,Dickey,ND,"Orwig's Tubs, Inc.",,Upper-West,P.O. Box 189
67.2,50461,Mitchell,IA,Osage Co-Op & Elevator,,Central,216 Mechanic St.
52.9,48866,Clinton,MI,"Ovid Farmers Elevator, Inc.",,Midwest,125 N. Main St.
60.4,14870,Steuben,NY,Pace Mfg. Co.,,New York-New Jersey,894 Addison St.
72.3,54217,Kewaunee,WI,"Packerland Whey Products, Inc.",,Midwest,407 4th St.
15.6,76903,Tom Green,TX,"Palmer Feed & Supply, Inc.",,South Central,316 N. Martin Luther King Blvd.
100,66962,Washington,KS,"Palmer Grain, Inc.",,Central,208 N. Nadeau St.
54.7,21601,Talbot,MD,Papillon Agricultural Co.,,Mid-Atlantic,"30 N. Harrison St., Ste. 204"
36.9,56335,Stearns,MN,"Pappenfus Elevators, Inc., J. V.",,Midwest,151 1st Ave. S.
90.1,35986,DeKalb,AL,"Paragon Specialty Products, LLC",,Southeast,411 Ranch Rd.
73.9,84624,Millard,UT,Paramount Cubing Co.,,Upper-West,2013 S 4000 W
73,68463,Cass,NE,"PCS Phosphate Co., Inc.",,Central,E. Garfield St.
23.7,64801,Jasper,MO,"PCS Phosphate Co., Inc.",,Central,301 State Line Ave.
N/A,61341,La Salle,IL,"PCS Phosphate Co., Inc.",,Midwest,2660 E. U.S. Route 6
69.2,31791,Worth,GA,"Peanut Mart, Inc.",,Southeast,430 Woodcrest Rd.
46.1,53588,Sauk,WI,"Peck's Feed, Inc.",,Midwest,E3752 Highway JJ
100,35466,Pickens,AL,"Peco Farms, Inc.",,Southeast,145 2nd Ave. N.W.
73.9,39350,Neshoba,MS,"Peco Foods, Inc.",,Southeast,999 Highway 19 N.
100,39422,Jasper,MS,"Peco Foods, Inc.",,Southeast,3683 Highway 15 N.
68.6,72562,Independence,AR,"Peco Foods, Inc.",,South Central,318 S. Locust St.
29.2,80747,Logan,CO,Peetz Farmers' Co-Op Co.,,Upper-West,35647 Highway 113
8.3,32514,Escambia,FL,"Pegasus Laboratories, Inc.",,Southeast,8809 Ely St.
100,65661,Dade,MO,Penn Pack II,,Central,303 S. Grand St.
75.4,30650,Morgan,GA,"Pennington Seed, Inc.",,Southeast,1280 Atlanta Hwy.
75.4,30650,Morgan,GA,PennPak,,Southeast,1101 Airport Industrial Blvd.
2.6,11788,Suffolk,NY,"Penn-Plax, Inc.",,New York-New Jersey,35 Marcus Blvd.
55.7,47369,Jay,IN,Pennville Feed Service,,Midwest,150 W. North St.
10.8,93725,Fresno,CA,Penny Newman Grain Co.,,Western,2691 S. Cedar Ave.
N/A,23324,Independent Cities,VA,"Perdue Farms, Inc.",,Mid-Atlantic,501 Barnes Rd.
100,42352,McLean,KY,"Perdue Farms, Inc.",,Southeast,101 KY Highway 2110
76.8,27229,Montgomery,NC,"Perdue, Inc.",,Southeast,Highway 211 E.
68.6,27922,Hertford,NC,"Perdue, Inc.",,Southeast,242 Perdue Rd.
78.5,28007,Anson,NC,"Perdue, Inc.",,Southeast,2755 Old Highway 52 W.
68.8,28621,Surry,NC,"Perdue, Inc.",,Southeast,105 Greenwood Cir.
41.3,19933,Sussex,DE,"Perdue, Inc.",,Mid-Atlantic,16447 Adams Rd.
47.6,27856,Nash,NC,"Perdue, Inc., Feed Mill",,Southeast,1835 U.S. Highway 64-A
51.3,83338,Jerome,ID,Performance Plus,,North West,314 S 500 E
58.9,68864,Merrick,NE,"Performance Plus Liquids, Inc.",,Central,706 Zurich St.
29.2,80751,Logan,CO,Performance Plus Of Colorado,,Upper-West,1120 S. Front St.
19.9,83687,Canyon,ID,Performix Nutrition Systems,,North West,2201 N. 20th St.
38.7,98837,Grant,WA,Performix Nutrition Systems,,North West,3146 Road N N.E.
6.5,44081,Lake,OH,Perry Coal & Feed Co.,,Midwest,4204 Main St.
13.9,79070,Ochiltree,TX,"Perryton Equity Exchange, Inc.",,South Central,4219 S. Main
61.8,54157,Marinette,WI,"Peshtigo Feed Mill, Inc.",,Midwest,305 Railroad St.
2.6,11784,Suffolk,NY,Pet Co.,,New York-New Jersey,1100 Middle Country Rd.
3.6,60140,Kane,IL,"Pet-Ag, Inc.",,Midwest,255 Keyes Ave.
N/A,71303,Rapides,LA,"Petrus Feed & Seed Stores, Inc.",,South Central,2914 N. Bolton Ave.
56.2,43553,Fulton,OH,Pettisville Grain Co.,,Midwest,18251 County Road D E.
4.9,50322,Polk,IA,"PharmTech International, Inc.",,Central,10100 Douglas Ave.
2.2,68117,Douglas,NE,Phibro Animal Health Corp.,,Central,6930 F St.
14.6,61523,Peoria,IL,Phibro Animal Health Corp.,,Midwest,305 W. Ash St.
20,36618,Mobile,AL,"Phillips Feed Co., The",,Southeast,2417 Feed Mill Rd.
48.9,49774,Chippewa,MI,Pickford Feed Service,,Midwest,200 N. Pleasant St.
20.3,49423,Ottawa,MI,Piers Feed Co.,,Midwest,4384 48th St.
43.9,52577,Mahaska,IA,"Pierson Seed Producers, Inc.",,Central,1816 Highway 163
72.3,62363,Pike,IL,"Pike Feeds, Inc.",,Midwest,1236 W. Washington
79.4,75974,Shelby,TX,Pilgrim's Feed Mill,,South Central,6877 Highway 59
38.6,35622,Morgan,AL,Pilgrim's Pride Corp.,,Southeast,4234 Highway 31 S.W.
53.3,35976,Marshall,AL,Pilgrim's Pride Corp.,,Southeast,2950 Lake Guntersville Park Dr.
67.5,71852,Howard,AR,Pilgrim's Pride Corp.,,South Central,200 E. Shepherd St.
60,30530,Jackson,GA,Pilgrim's Pride Corp.,,Southeast,1056 Highway 334
77.4,30182,Haralson,GA,Pilgrim's Pride Corp.,,Southeast,1 Waco School Rd.
43.9,35674,Colbert,AL,Pilgrim's Pride Corp.,,Southeast,2022 Golden Rd.
51.6,30701,Gordon,GA,Pilgrim's Pride Corp.,,Southeast,110 N. Industrial Blvd.
27.3,28174,Union,NC,Pilgrim's Pride Corp.,,Southeast,205 Edgewood Dr.
10,37419,Hamilton,TN,Pilgrim's Pride Corp.,,Southeast,950 Wauhatchie Pike
5.9,30606,Clarke,GA,Pilgrim's Pride Corp.,,Southeast,130 Mill Dr.
80.5,26836,Hardy,WV,"Pilgrim's Pride Corp., Feed Div.",,Mid-Atlantic,194 Industrial Park Rd.
83.2,32060,Suwannee,FL,"Pilgrim's Pride Corp., Feed Mill",,Southeast,1306 W. Howard St.
32,29154,Sumter,SC,"Pilgrim's Pride Corp., South Carolina Feed Mill Div.",,Southeast,2920 Starks Ferry Rd.
40,56379,Benton,MN,"Pilgrims Pride, Inc.",,Midwest,6070 Lark Rd. N.W.
20.6,46526,Elkhart,IN,"Pine Manor, Inc.",,Midwest,2704 S. Main St.
58.7,14847,Seneca,NY,"Pine Tree Farms, Inc.",,New York-New Jersey,3714 Cayuga St.
72.4,52342,Tama,IA,"Pioneer Hi-Bred International, Inc.",,Central,404 S. County Rd.
61.6,46072,Tipton,IN,"Pioneer Hi-Bred International, Inc.",,Midwest,1000 W. Jefferson St.
65.6,50511,Kossuth,IA,"Pioneer Hi-Bred International, Inc.",,Central,1901 Highway 169 N.
72.4,52224,Tama,IA,"Pioneer Hi-Bred International, Inc.",,Central,3239 Highway 8
100,50669,Grundy,IA,"Pioneer Hi-Bred International, Inc.",,Central,110 E. Highway 175
57.3,56164,Pipestone,MN,Pipestone Grain Co.,,Midwest,318 N. Hiawatha Ave.
5.8,84404,Weber,UT,"Pisces Pros, LLC",,Upper-West,2250 N. Rulon White Blvd.
63.7,16434,Crawford,PA,"Platt's Mill, Inc.",,Mid-Atlantic,110 Mill St.
31.7,79549,Scurry,TX,PM Seed & Grain Co.,,South Central,3101 S. Highway 84
23,29732,York,SC,"Poe & Co. Farmers Exchange, A. B.",,Southeast,322 S. Cherry Rd.
66.8,47620,Posey,IN,"Posey County, LLC",,Midwest,817 W. 4th St.
65.9,54812,Barron,WI,"Poskin Feed Store, Inc.",,Midwest,968 14th Ave.
85.3,5855,Orleans,VT,"Poulin Grain, Inc.",,New England,24 Railroad Sq.
59.3,54751,Dunn,WI,"Prairie AG Supply, LLC",,Midwest,E6565 629th Ave.
17.2,56011,Scott,MN,Prairie Farm Supply of Belle Plaine,,Midwest,115 W. Church St.
69.6,39756,Monroe,MS,Prairie Mills Feed & Farm Supply,,Southeast,10111 Prairie Mills Rd.
2.4,85301,Maricopa,AZ,"Pratt's, Inc.",,Western,5237 W. Glendale Ave.
53.7,46782,Adams,IN,"Preble Feed & Grain, Inc.",,Midwest,6035 N 400 W
2.4,85027,Maricopa,AZ,Precision Science,,Western,1517 W. Knudsen Dr.
43.7,47220,Jackson,IN,Premier Ag,,Midwest,104 N. Farm Bureau Rd.
54.6,45177,Clinton,OH,Premier Feed Co.,,Midwest,238 Melvin Rd.
3.8,66214,Johnson,KS,Premium Nutritional Products,,Central,10504 W. 79th St.
54.5,72801,Pope,AR,"Premium Protein Products, LLC",,South Central,3433 Bernice Ave.
69.5,52621,Washington,IA,"Prescription Feeds, Inc.",,Central,301 N. Main St.
85,28328,Sampson,NC,"Prestage Farms, Inc.",Clinton,Southeast,4651 Taylors Bridge Hwy.
85,28328,Sampson,NC,"Prestage Farms, Inc.",Clinton,Southeast,1135 Moltonville Rd.
55.5,39773,Clay,MS,"Prestage Farms, Inc.",,Southeast,1550 Churchill Rd.
93.3,55965,Fillmore,MN,Preston Dairy & Farm Assn.,,Midwest,27743 State Highway 16
55.6,55079,Chisago,MN,Pretty Bird International,,Midwest,31008 Fox Hill Ave.
45.1,73945,Texas,OK,Pride Feeders L. P.,,South Central,"R.R. 2, Box 67"
100,69217,Brown,NE,Pride Grain,,Central,44075 U.S. Highway 20
100,57551,Bennett,SD,Pride Grain Enterprise,,Upper-West,930 E. Bennett Ave.
74,39341,Noxubee,MS,"Prime Line, Inc.",,Southeast,600 Pearl St.
59.7,62467,Effingham,IL,Prince Corporation,,Midwest,515 W. Main St.
25.4,15666,Westmoreland,PA,"Pritts Feed Mills, Inc.",,Mid-Atlantic,26 W. Main St.
73.6,56361,Otter Tail,MN,Pro Ag Farmers Co-Op,,Midwest,210 S. Railroad Ave.
73.6,56361,Otter Tail,MN,Pro Ag Farmers Co-Op,,Midwest,"601 E. Soo St., Ste. A"
100,64863,McDonald,MO,"PRO*CAL, Inc.",,Central,10700 S. State Highway 43
75.3,64744,Cedar,MO,Producer's MFA Agriserv,,Central,1200 S. Main St.
43,54484,Marathon,WI,"Production Plus, LLC",,Midwest,F3927 Walnut Rd.
46.1,53588,Sauk,WI,Professional Products and Services Company,,Midwest,E7296 County Road B
46.1,53578,Sauk,WI,"Professional Products, Inc.",,Midwest,960 17th St.
27.9,68702,Madison,NE,Progressive Nutrition,,Central,1500 E. Omaha Ave.
48.7,50138,Marion,IA,"Pronuco, Inc.",,Central,1908 Jewell Dr.
6.1,66111,Wyandotte,KS,"Pro-Pet, LLC",,Central,6833 Griffin Rd.
20.6,30501,Hall,GA,"Protein Products, Inc.",,Southeast,454 Green St.
23.7,64804,Jasper,MO,"Protein Solutions, LLC",,Central,3800 E. 32nd. St.
26.9,56065,Blue Earth,MN,Protein Sources Milling,,Midwest,503 Silver St. E.
72.1,76426,Wise,TX,"Protocol Technologies, Inc.",,South Central,210 Lake Rd.
25.1,68025,Dodge,NE,Provimi North America,,Central,943 S. Schneider St.
4.3,45309,Montgomery,OH,"Provimi North America, Inc.",,Midwest,10 Nutrition Way
56.1,76086,Parker,TX,"Provimi North America, Inc.",,South Central,1050 Vigortone Blvd.
69.2,45338,Preble,OH,"Provimi North America, Inc.",,Midwest,6531 State Route 503 N.
36.7,54449,Wood,WI,Provision Partners,,Midwest,2327 W. Veterans Pkwy.
11.4,59701,Silver Bow,MT,Puff-N-Stuff Smoke Shoppes Ltd.,,Upper-West,150 W. Parkmont
73.3,65734,Barry,MO,"Purdy Farm Center, Inc.",,Central,200 Washington Ave.
13.6,57107,Minnehaha,SD,Purina Animal Nutrition,,Upper-West,101 S. Marion Rd.
66.3,51201,O'Brien,IA,Purina Animal Nutrition,,Central,105 W. 8th St.
17.5,51106,Woodbury,IA,Purina Animal Nutrition,,Central,4600 Stone Ave.
83.5,53948,Juneau,WI,"Purina Animal Nutrition Plant, LLC",,Midwest,1020 North Rd.
13.2,48917,Ingham,MI,"Purina Animal Nutrition, LLC",,Midwest,5620 Millett Hwy.
1.3,97203,Multnomah,OR,"Purina Animal Nutrition, LLC",,North West,15840 N. Simmons Rd.
13.7,99211,Spokane,WA,"Purina Animal Nutrition, LLC",,North West,4714 E. Trent Ave.
4.9,55077,Dakota,MN,"Purina Animal Nutrition, LLC",,Midwest,3763 117th St. E.
44.5,56201,Kandiyohi,MN,"Purina Animal Nutrition, LLC",,Midwest,1700 S.W. 22nd St.
75.5,56501,Becker,MN,"Purina Animal Nutrition, LLC",,Midwest,1110 13th Ave. S.E.
21.3,17601,Lancaster,PA,"Purina Animal Nutrition, LLC",,Mid-Atlantic,3029 Hempland Rd.
11.3,79403,Lubbock,TX,"Purina Animal Nutrition, LLC",,South Central,212 E. Harvard St.
9.9,53118,Waukesha,WI,"Quality Feed, Inc.",,Midwest,151 S. Main St.
N/A,70435,St. Tammany,LA,"Quality Feeds, Inc.",,South Central,18142 Louisiana Tung Rd.
43.9,43968,Columbiana,OH,"Quality Liquid Feeds Mfg., Inc.",,Midwest,2402 Clark Ave.
41.1,74401,Muskogee,OK,"Quality Liquid Feeds, Inc.",,South Central,2530 Port Pl.
81.1,51529,Harrison,IA,"Quality Liquid Feeds, Inc.",,Central,107 W. Remsen St.
N/A,70577,St. Landry,LA,"Quality Liquid Feeds, Inc.",,South Central,143 Frisco St.
79.9,53533,Iowa,WI,"Quality Liquid Feeds, Inc.",,Midwest,3586 State Highway 23 N.
13.5,33823,Polk,FL,"Quality Liquid Feeds, Inc.",,Southeast,1041 W. Derby Ave.
59.3,54751,Dunn,WI,"Quality Liquid Feeds, Inc.",,Midwest,321 Cedar Falls Rd.
N/A,61301,La Salle,IL,"Quality Liquid Feeds, Inc.",,Midwest,75 Creve Coeur
40.6,52657,Lee,IA,"Quality Plus Feed, Inc.",,Central,2033 Locust St.
100,59538,Phillips,MT,"R & G Quality Feed, Inc.",,Upper-West,515 1st St. E.
0,7307,Hudson,NJ,R World Enterprises,,New York-New Jersey,197 Congress St.
23.8,47802,Vigo,IN,"R. B. S., Inc.",,Midwest,200 E. Voorhees St.
47.1,75460,Lamar,TX,"Ragland Mills, Inc.",,South Central,1341 1st St. S.W.
64.4,64850,Newton,MO,"Ragland Mills, Inc.",,Central,14079 Hammer Rd.
47.9,56258,Lyon,MN,"Ralco Nutrition, Inc.",,Midwest,1600 Hahn Rd.
44.9,57054,Lake,SD,"Ramona Warehouse, Inc.",,Upper-West,151 E. Main St.
61.3,67045,Greenwood,KS,"Ranch Aid Feed & Supply, Inc.",,Central,304 E. 9th St.
40.8,31794,Tift,GA,Ranch Feed & Farm Supply Co.,,Southeast,801 5th St. E.
11.7,80524,Larimer,CO,"Ranch-Way Feed Mills, Inc.",,Upper-West,546 Willow St.
22.5,77515,Brazoria,TX,"Rangen, Inc.",,South Central,1500 E. Cedar St.
2.2,45215,Hamilton,OH,Reading Feed & Garden,,Midwest,9359 Reading Rd.
0.6,90403,Los Angeles,CA,"ReConserve International, Inc.",,Western,"2811 Wilshire Blvd., Ste. 410"
4.7,91761,San Bernardino,CA,"ReConserve Of California - Ontario, Inc.",,Western,1163 E. Belmont St.
0,80216,Denver,CO,"ReConserve Of Colorado, Inc.",,Upper-West,5801 Franklin St.
20.6,30542,Hall,GA,"ReConserve Of Georgia, Inc.",,Southeast,4695 Radford Rd.
23.8,47802,Vigo,IN,"Reconserve Of Indiana, Inc.",,Midwest,1150 E. Harlan Dr.
58,52205,Jones,IA,"ReConserve of Iowa, Inc.",,Central,3854 Buffalo Ridge Rd.
6.1,66118,Wyandotte,KS,"Reconserve Of Kansas, Inc.",,Central,41 N. James St.
31,49037,Calhoun,MI,"ReConserve of Michigan, Inc.",,Midwest,170 Angell St.
4.9,55068,Dakota,MN,"ReConserve Of Minnesota, Inc.",,Midwest,13420 Court House Blvd.
30.3,43302,Marion,OH,"ReConserve Of Ohio, Inc.",,Midwest,2295 Innovation Dr.
0.7,75236,Dallas,TX,"Reconserve TX, Inc.",,South Central,3610 Duncanville Rd.
0.7,8861,Middlesex,NJ,"ReConserve, Inc.",,New York-New Jersey,1250 Amboy Ave.
76.6,16242,Clarion,PA,"Red Bank Mills, Inc.",,Mid-Atlantic,234 Liberty St.
49.2,47546,Dubois,IN,Regal Mills,,Midwest,7182 N. Highway 231
9.9,53089,Waukesha,WI,"Reinders, Inc.",,Midwest,W227N6225 Sussex Rd.
80.7,52349,Benton,IA,"Remington Seeds, LLC",,Central,701 N. Highway 218
68,47977,Jasper,IN,"Remington Seeds, LLC",,Midwest,4746 U.S. 24 W.
32.2,52742,Clinton,IA,"Remington Seeds, LLC",,Central,3645 Highway 30
59.4,51537,Shelby,IA,"Remington Seeds, LLC",,Central,1418 Highway 44
23.4,16673,Blair,PA,"Renaissance Nutrition, Inc.",,Mid-Atlantic,339 Frederick Rd.
69.1,43545,Henry,OH,"Republic Mills, Inc.",,Midwest,888 School St.
0.7,8901,Middlesex,NJ,"Research Diets, Inc.",,New York-New Jersey,20 Jules Ln.
38,81057,Bent,CO,"Reyher Enterprises, Inc.",,Upper-West,100 S. Highway 196
76.6,65711,Wright,MO,Richards Bros.,,Central,203 Front St.
72.2,65775,Howell,MO,"Richards Bros. Of West Plains, Inc.",,Central,114 W. 2nd St.
8.8,18955,Bucks,PA,Richland Feed Co.,,Mid-Atlantic,18 N. Main St.
20.6,46573,Elkhart,IN,"Richmond's Feed Service, Inc.",,Midwest,704 E. Waterford St.
100,63468,Shelby,MO,"Ricketts Farm Service, Inc.",,Central,538 E. Maple St.
100,65281,Chariton,MO,"Ricketts Farm Service, Inc.",,Central,29394 Sterling Ave.
10.5,36108,Montgomery,AL,Ridley Block Operations,,Southeast,1080 Wilbanks St.
36.9,57793,Lawrence,SD,Ridley Block Operations,,Upper-West,1004 South St.
8.5,95206,San Joaquin,CA,Ridley Block Operations,,Western,2422 S. California St.
34.9,66762,Crawford,KS,Ridley Block Opers.,,Central,1057 S. Highway 69
N/A,61342,La Salle,IL,Ridley Feed Ingredients,,Midwest,1609 1st Ave. & 17th St.
26.9,56001,Blue Earth,MN,"Ridley USA, Inc.",,Midwest,2015 3rd Ave.
